Player,Team,Conference,Date,Position,Height,Weight,Age,Draft_Year,Seasons_in_league,Season,Season_short,Pre_draft_Team,Real_value,Height_CM,Weight_KG,Last_Season
Kevin Durant,Oklahoma City Thunder,West,30-Nov-15,SF,6'9,240,27,2007,8,2015-2016,2016,Texas,0.5,206,108,0
LeBron James,Cleveland Cavaliers,East,23-Nov-15,F,6'8,250,31,2003,12,2015-2016,2016,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Stephen Curry,Golden State Warriors,West,23-Nov-15,G,6'3,190,27,2009,6,2015-2016,2016,Davidson,0.5,190,86,0
Nicolas Batum,Charlotte Hornets,East,16-Nov-15,F,6'8,200,27,2008,7,2015-2016,2016,Le Mans Sarthe Basket (France),0.5,203,90,0
DeMarcus Cousins,Sacramento Kings,West,16-Nov-15,C,6'11,270,25,2010,5,2015-2016,2016,Kentucky,0.5,211,122,0
Andre Drummond,Detroit Pistons,East,9-Nov-15,C,6'11,279,22,2012,3,2015-2016,2016,Connecticut,0.5,211,126,0
James Harden,Houston Rockets,West,9-Nov-15,SG,6'5,220,26,2009,6,2015-2016,2016,Arizona State,0.5,196,99,0
Andre Drummond,Detroit Pistons,East,2-Nov-15,C,6'11,279,22,2012,3,2015-2016,2016,Connecticut,0.5,211,126,0
Stephen Curry,Golden State Warriors,West,2-Nov-15,G,6'3,190,27,2009,6,2015-2016,2016,Davidson,0.5,190,86,0
Isaiah Thomas,Boston Celtics,East,13-Apr-15,PG,5'9,185,26,2011,3,2014-2015,2015,Washington,0.5,175,83,0
Tim Duncan,San Antonio Spurs,West,13-Apr-15,FC,6'11,250,38,1997,17,2014-2015,2015,Wake Forest,0.5,211,113,0
Brook Lopez,Brooklyn Nets,East,6-Apr-15,C,7'0,270,26,2008,6,2014-2015,2015,Stanford,0.5,213,122,0
James Harden,Houston Rockets,West,6-Apr-15,SG,6'5,220,25,2009,5,2014-2015,2015,Arizona State,0.5,196,99,0
Brook Lopez,Brooklyn Nets,East,30-Mar-15,C,7'0,270,26,2008,6,2014-2015,2015,Stanford,0.5,213,122,0
Stephen Curry,Golden State Warriors,West,30-Mar-15,G,6'3,190,26,2009,5,2014-2015,2015,Davidson,0.5,190,86,0
Dwyane Wade,Miami Heat,East,23-Mar-15,SG,6'4,220,33,2003,11,2014-2015,2015,Marquette,0.5,193,99,0
Chris Paul,Los Angeles Clippers,West,23-Mar-15,PG,6'0,175,29,2005,9,2014-2015,2015,Wake Forest,0.5,183,79,0
Kyrie Irving,Cleveland Cavaliers,East,16-Mar-15,G,6'3,193,22,2011,3,2014-2015,2015,Duke,0.5,190,87,0
Anthony Davis,New Orleans Pelicans,West,16-Mar-15,PF,6'10,253,21,2012,2,2014-2015,2015,Kentucky,0.5,208,114,0
Mo Williams,Charlotte Hornets,East,9-Mar-15,G,6'1,198,32,2003,11,2014-2015,2015,Alabama,0.5,185,89,0
Russell Westbrook,Oklahoma City Thunder,West,9-Mar-15,G,6'3,200,26,2008,6,2014-2015,2015,UCLA,0.5,190,90,0
Isaiah Thomas,Boston Celtics,East,2-Mar-15,PG,5'9,185,26,2011,3,2014-2015,2015,Washington,0.5,175,83,0
Damian Lillard,Portland Trail Blazers,West,2-Mar-15,G,6'3,195,24,2012,2,2014-2015,2015,Weber State,0.5,190,88,0
Giannis Antetokounmpo,Milwaukee Bucks,East,9-Feb-15,F,6'11,242,20,2013,1,2014-2015,2015,Filathlitikos Div II Greece (Greece),0.5,211,109,0
Russell Westbrook,Oklahoma City Thunder,West,9-Feb-15,G,6'3,200,26,2008,6,2014-2015,2015,UCLA,0.5,190,90,0
Kyrie Irving,Cleveland Cavaliers,East,2-Feb-15,G,6'3,193,22,2011,3,2014-2015,2015,Duke,0.5,190,87,0
Zach Randolph,Memphis Grizzlies,West,2-Feb-15,PF,6'9,260,33,2001,13,2014-2015,2015,Michigan State,0.5,206,118,0
LeBron James,Cleveland Cavaliers,East,26-Jan-15,F,6'8,250,30,2003,11,2014-2015,2015,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Klay Thompson,Golden State Warriors,West,26-Jan-15,G,6'7,215,25,2011,3,2014-2015,2015,Washington State,0.5,201,97,0
Al Horford,Atlanta Hawks,East,19-Jan-15,FC,6'10,245,28,2007,7,2014-2015,2015,Florida,0.5,208,111,0
Mo Williams,Minnesota Timberwolves,West,19-Jan-15,G,6'1,198,32,2003,11,2014-2015,2015,Alabama,0.5,185,89,0
Kemba Walker,Charlotte Hornets,East,12-Jan-15,G,6'1,184,24,2011,3,2014-2015,2015,Connecticut,0.5,185,83,0
Klay Thompson,Golden State Warriors,West,12-Jan-15,G,6'7,215,25,2011,3,2014-2015,2015,Washington State,0.5,201,97,0
Jeff Teague,Atlanta Hawks,East,5-Jan-15,PG,6'2,195,26,2009,5,2014-2015,2015,Wake Forest,0.5,188,88,0
Kevin Durant,Oklahoma City Thunder,West,5-Jan-15,SF,6'9,240,26,2007,7,2014-2015,2015,Texas,0.5,206,108,0
Jimmy Butler,Chicago Bulls,East,29-Dec-14,GF,6'8,232,25,2011,3,2014-2015,2015,Marquette,0.5,203,105,0
James Harden,Houston Rockets,West,29-Dec-14,SG,6'5,220,25,2009,5,2014-2015,2015,Arizona State,0.5,196,99,0
Al Horford,Atlanta Hawks,East,22-Dec-14,FC,6'10,245,28,2007,7,2014-2015,2015,Florida,0.5,208,111,0
LaMarcus Aldridge,Portland Trail Blazers,West,22-Dec-14,FC,6'11,265,29,2006,8,2014-2015,2015,Texas,0.5,211,120,0
John Wall,Washington Wizards,East,15-Dec-14,PG,6'4,210,24,2010,4,2014-2015,2015,Kentucky,0.5,193,95,0
James Harden,Houston Rockets,West,15-Dec-14,SG,6'5,220,25,2009,5,2014-2015,2015,Arizona State,0.5,196,99,0
Kyle Lowry,Toronto Raptors,East,8-Dec-14,PG,6'1,196,28,2006,8,2014-2015,2015,Villanova,0.5,185,88,0
LaMarcus Aldridge,Portland Trail Blazers,West,8-Dec-14,FC,6'11,265,29,2006,8,2014-2015,2015,Texas,0.5,211,120,0
LeBron James,Cleveland Cavaliers,East,1-Dec-14,F,6'8,250,30,2003,11,2014-2015,2015,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Blake Griffin,Los Angeles Clippers,West,1-Dec-14,PF,6'10,250,25,2009,5,2014-2015,2015,Oklahoma,0.5,208,113,0
Lou Williams,Toronto Raptors,East,24-Nov-14,G,6'1,175,28,2005,9,2014-2015,2015,South Gwinnett High School (Georgia),0.5,185,79,0
DeMarcus Cousins,Sacramento Kings,West,24-Nov-14,C,6'11,270,24,2010,4,2014-2015,2015,Kentucky,0.5,211,122,0
LeBron James,Cleveland Cavaliers,East,17-Nov-14,F,6'8,250,30,2003,11,2014-2015,2015,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Damian Lillard,Portland Trail Blazers,West,17-Nov-14,G,6'3,195,24,2012,2,2014-2015,2015,Weber State,0.5,190,88,0
Deron Williams,Brooklyn Nets,East,10-Nov-14,PG,6'3,200,30,2005,9,2014-2015,2015,Illinois,0.5,190,90,0
Stephen Curry,Golden State Warriors,West,10-Nov-14,G,6'3,190,26,2009,5,2014-2015,2015,Davidson,0.5,190,86,0
Chris Bosh,Miami Heat,East,3-Nov-14,PF,6'11,235,30,2003,11,2014-2015,2015,Georgia Tech,0.5,211,106,0
Klay Thompson,Golden State Warriors,West,3-Nov-14,G,6'7,215,25,2011,3,2014-2015,2015,Washington State,0.5,201,97,0
Jeff Teague,Atlanta Hawks,East,14-Apr-14,PG,6'2,195,25,2009,4,2013-2014,2014,Wake Forest,0.5,188,88,0
Monta Ellis,Dallas Mavericks,West,14-Apr-14,G,6'3,185,28,2005,8,2013-2014,2014,Lanier High School (Mississippi),0.5,190,83,0
Al Jefferson,Charlotte Bobcats,East,7-Apr-14,FC,6'10,289,29,2004,9,2013-2014,2014,Prentiss High School (Mississippi),0.5,208,131,0
Dirk Nowitzki,Dallas Mavericks,West,7-Apr-14,PF,7'0,245,35,1998,15,2013-2014,2014,DJK Wurzburg (Germany),0.5,213,111,0
Nikola Vucevic,Orlando Magic,East,31-Mar-14,PF,7'0,260,23,2011,2,2013-2014,2014,USC,0.5,213,118,0
Tim Duncan,San Antonio Spurs,West,31-Mar-14,FC,6'11,250,37,1997,16,2013-2014,2014,Wake Forest,0.5,211,113,0
Joe Johnson,Brooklyn Nets,East,24-Mar-14,SG,6'7,240,32,2001,12,2013-2014,2014,Arkansas,0.5,201,108,0
Kevin Durant,Oklahoma City Thunder,West,24-Mar-14,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
Al Jefferson,Charlotte Bobcats,East,17-Mar-14,FC,6'10,289,29,2004,9,2013-2014,2014,Prentiss High School (Mississippi),0.5,208,131,0
Blake Griffin,Los Angeles Clippers,West,17-Mar-14,PF,6'10,250,24,2009,4,2013-2014,2014,Oklahoma,0.5,208,113,0
Carmelo Anthony,New York Knicks,East,10-Mar-14,F,6'8,240,29,2003,10,2013-2014,2014,Syracuse,0.5,203,108,0
James Harden,Houston Rockets,West,10-Mar-14,SG,6'5,220,24,2009,4,2013-2014,2014,Arizona State,0.5,196,99,0
John Wall,Washington Wizards,East,3-Mar-14,PG,6'4,210,23,2010,3,2013-2014,2014,Kentucky,0.5,193,95,0
James Harden,Houston Rockets,West,3-Mar-14,SG,6'5,220,24,2009,4,2013-2014,2014,Arizona State,0.5,196,99,0
Kemba Walker,Charlotte Bobcats,East,24-Feb-14,G,6'1,184,23,2011,2,2013-2014,2014,Connecticut,0.5,185,83,0
Kevin Love,Minnesota Timberwolves,West,24-Feb-14,FC,6'10,251,25,2008,5,2013-2014,2014,UCLA,0.5,208,113,0
Jared Sullinger,Boston Celtics,East,10-Feb-14,C,6'9,260,21,2012,1,2013-2014,2014,Ohio State,0.5,206,118,0
Kevin Durant,Oklahoma City Thunder,West,10-Feb-14,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
Kyle Lowry,Toronto Raptors,East,3-Feb-14,PG,6'1,196,27,2006,7,2013-2014,2014,Villanova,0.5,185,88,0
Goran Dragic,Phoenix Suns,West,3-Feb-14,G,6'3,190,27,2008,5,2013-2014,2014,Union Olimpija (Slovenia),0.5,190,86,0
Paul Millsap,Atlanta Hawks,East,27-Jan-14,FC,6'8,246,29,2006,7,2013-2014,2014,Louisiana Tech,0.5,203,111,0
Kevin Durant,Oklahoma City Thunder,West,27-Jan-14,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
Paul George,Indiana Pacers,East,20-Jan-14,GF,6'9,220,23,2010,3,2013-2014,2014,Fresno State,0.5,206,99,0
Kevin Durant,Oklahoma City Thunder,West,20-Jan-14,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,13-Jan-14,F,6'8,240,29,2003,10,2013-2014,2014,Syracuse,0.5,203,108,0
DeMarcus Cousins,Sacramento Kings,West,13-Jan-14,C,6'11,270,23,2010,3,2013-2014,2014,Kentucky,0.5,211,122,0
Thaddeus Young,Philadelphia Sixers,East,6-Jan-14,F,6'8,221,25,2007,6,2013-2014,2014,Georgia Tech,0.5,203,100,0
David Lee,Golden State Warriors,West,6-Jan-14,FC,6'9,245,30,2005,8,2013-2014,2014,Florida,0.5,206,111,0
Chris Bosh,Miami Heat,East,30-Dec-13,PF,6'11,235,29,2003,10,2013-2014,2014,Georgia Tech,0.5,211,106,0
Kevin Durant,Oklahoma City Thunder,West,30-Dec-13,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
Dwyane Wade,Miami Heat,East,23-Dec-13,SG,6'4,220,32,2003,10,2013-2014,2014,Marquette,0.5,193,99,0
Blake Griffin,Los Angeles Clippers,West,23-Dec-13,PF,6'10,250,24,2009,4,2013-2014,2014,Oklahoma,0.5,208,113,0
Kyrie Irving,Cleveland Cavaliers,East,16-Dec-13,G,6'3,193,21,2011,2,2013-2014,2014,Duke,0.5,190,87,0
LaMarcus Aldridge,Portland Trail Blazers,West,16-Dec-13,FC,6'11,265,28,2006,7,2013-2014,2014,Texas,0.5,211,120,0
Jordan Crawford,Boston Celtics,East,9-Dec-13,G,6'5,195,25,2010,3,2013-2014,2014,Xavier,0.5,196,88,0
LaMarcus Aldridge,Portland Trail Blazers,West,9-Dec-13,FC,6'11,265,28,2006,7,2013-2014,2014,Texas,0.5,211,120,0
LeBron James,Miami Heat,East,2-Dec-13,F,6'8,250,29,2003,10,2013-2014,2014,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,2-Dec-13,SF,6'9,240,25,2007,6,2013-2014,2014,Texas,0.5,206,108,0
John Wall,Washington Wizards,East,25-Nov-13,PG,6'4,210,23,2010,3,2013-2014,2014,Kentucky,0.5,193,95,0
LaMarcus Aldridge,Portland Trail Blazers,West,25-Nov-13,FC,6'11,265,28,2006,7,2013-2014,2014,Texas,0.5,211,120,0
LeBron James,Miami Heat,East,18-Nov-13,F,6'8,250,29,2003,10,2013-2014,2014,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Blake Griffin,Los Angeles Clippers,West,18-Nov-13,PF,6'10,250,24,2009,4,2013-2014,2014,Oklahoma,0.5,208,113,0
Paul George,Indiana Pacers,East,11-Nov-13,GF,6'9,220,23,2010,3,2013-2014,2014,Fresno State,0.5,206,99,0
Markieff Morris,Phoenix Suns,West,11-Nov-13,PF,6'10,245,24,2011,2,2013-2014,2014,Kansas,0.5,208,111,0
Michael Carter-Williams,Philadelphia Sixers,East,4-Nov-13,PG,6'6,190,22,2013,0,2013-2014,2014,Syracuse,0.5,198,86,0
Kevin Love,Minnesota Timberwolves,West,4-Nov-13,FC,6'10,251,25,2008,5,2013-2014,2014,UCLA,0.5,208,113,0
Carmelo Anthony,New York Knicks,East,15-Apr-13,F,6'8,240,28,2003,9,2012-2013,2013,Syracuse,0.5,203,108,0
Kobe Bryant,Los Angeles Lakers,West,15-Apr-13,SG,6'6,212,34,1996,16,2012-2013,2013,Lower Merion High School (Pennsylvania),0.5,198,96,0
Carmelo Anthony,New York Knicks,East,8-Apr-13,F,6'8,240,28,2003,9,2012-2013,2013,Syracuse,0.5,203,108,0
Nikola Pekovic,Minnesota Timberwolves,West,8-Apr-13,PF,6'11,307,27,2008,2,2012-2013,2013,Panathinaikos (Greece),0.5,211,139,0
J.R. Smith,New York Knicks,East,1-Apr-13,SG,6'6,225,27,2004,8,2012-2013,2013,Saint Benedict's Preparatory School (New Jersey),0.5,198,102,0
Al Jefferson,Utah Jazz,West,1-Apr-13,FC,6'10,289,28,2004,8,2012-2013,2013,Prentiss High School (Mississippi),0.5,208,131,0
LeBron James,Miami Heat,East,25-Mar-13,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
James Harden,Houston Rockets,West,25-Mar-13,SG,6'5,220,23,2009,3,2012-2013,2013,Arizona State,0.5,196,99,0
John Wall,Washington Wizards,East,18-Mar-13,PG,6'4,210,22,2010,2,2012-2013,2013,Kentucky,0.5,193,95,0
LaMarcus Aldridge,Portland Trail Blazers,West,18-Mar-13,FC,6'11,265,27,2006,6,2012-2013,2013,Texas,0.5,211,120,0
Dwyane Wade,Miami Heat,East,11-Mar-13,SG,6'4,220,31,2003,9,2012-2013,2013,Marquette,0.5,193,99,0
Kobe Bryant,Los Angeles Lakers,West,11-Mar-13,SG,6'6,212,34,1996,16,2012-2013,2013,Lower Merion High School (Pennsylvania),0.5,198,96,0
Monta Ellis,Milwaukee Bucks,East,4-Mar-13,G,6'3,185,27,2005,7,2012-2013,2013,Lanier High School (Mississippi),0.5,190,83,0
Ty Lawson,Denver Nuggets,West,4-Mar-13,PG,5'11,195,25,2009,3,2012-2013,2013,North Carolina,0.5,180,88,0
LeBron James,Miami Heat,East,25-Feb-13,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,25-Feb-13,SG,6'6,212,34,1996,16,2012-2013,2013,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,11-Feb-13,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Russell Westbrook,Oklahoma City Thunder,West,11-Feb-13,G,6'3,200,24,2008,4,2012-2013,2013,UCLA,0.5,190,90,0
Nate Robinson,Chicago Bulls,East,4-Feb-13,G,5'9,180,28,2005,7,2012-2013,2013,Washington,0.5,175,81,0
David Lee,Golden State Warriors,West,4-Feb-13,FC,6'9,245,29,2005,7,2012-2013,2013,Florida,0.5,206,111,0
Kyrie Irving,Cleveland Cavaliers,East,28-Jan-13,G,6'3,193,20,2011,1,2012-2013,2013,Duke,0.5,190,87,0
Tony Parker,San Antonio Spurs,West,28-Jan-13,G,6'2,185,30,2001,11,2012-2013,2013,Paris Basket Racing (France),0.5,188,83,0
Carlos Boozer,Chicago Bulls,East,21-Jan-13,PF,6'9,266,31,2002,10,2012-2013,2013,Duke,0.5,206,120,0
Kevin Durant,Oklahoma City Thunder,West,21-Jan-13,SF,6'9,240,24,2007,5,2012-2013,2013,Texas,0.5,206,108,0
Brandon Jennings,Milwaukee Bucks,East,14-Jan-13,G,6'1,170,23,2009,3,2012-2013,2013,Virtus Roma (Italy),0.5,185,77,0
Kevin Durant,Oklahoma City Thunder,West,14-Jan-13,SF,6'9,240,24,2007,5,2012-2013,2013,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,7-Jan-13,F,6'8,240,28,2003,9,2012-2013,2013,Syracuse,0.5,203,108,0
James Harden,Houston Rockets,West,7-Jan-13,SG,6'5,220,23,2009,3,2012-2013,2013,Arizona State,0.5,196,99,0
Monta Ellis,Milwaukee Bucks,East,31-Dec-12,G,6'3,185,27,2005,7,2012-2013,2013,Lanier High School (Mississippi),0.5,190,83,0
Greivis Vasquez,New Orleans Hornets,West,31-Dec-12,G,6'6,217,26,2010,2,2012-2013,2013,Maryland,0.5,198,98,0
LeBron James,Miami Heat,East,24-Dec-12,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Chris Paul,Los Angeles Clippers,West,24-Dec-12,PG,6'0,175,27,2005,7,2012-2013,2013,Wake Forest,0.5,183,79,0
Paul George,Indiana Pacers,East,17-Dec-12,GF,6'9,220,22,2010,2,2012-2013,2013,Fresno State,0.5,206,99,0
David Lee,Golden State Warriors,West,17-Dec-12,FC,6'9,245,29,2005,7,2012-2013,2013,Florida,0.5,206,111,0
Josh Smith,Atlanta Hawks,East,10-Dec-12,PF,6'9,225,27,2004,8,2012-2013,2013,Oak Hill Academy (Virginia),0.5,206,102,0
Blake Griffin,Los Angeles Clippers,West,10-Dec-12,PF,6'10,250,23,2009,3,2012-2013,2013,Oklahoma,0.5,208,113,0
Carmelo Anthony,New York Knicks,East,3-Dec-12,F,6'8,240,28,2003,9,2012-2013,2013,Syracuse,0.5,203,108,0
Kevin Durant,Oklahoma City Thunder,West,3-Dec-12,SF,6'9,240,24,2007,5,2012-2013,2013,Texas,0.5,206,108,0
Al Horford,Atlanta Hawks,East,26-Nov-12,FC,6'10,245,26,2007,5,2012-2013,2013,Florida,0.5,208,111,0
Tim Duncan,San Antonio Spurs,West,26-Nov-12,FC,6'11,250,36,1997,15,2012-2013,2013,Wake Forest,0.5,211,113,0
LeBron James,Miami Heat,East,19-Nov-12,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,19-Nov-12,SF,6'9,240,24,2007,5,2012-2013,2013,Texas,0.5,206,108,0
LeBron James,Miami Heat,East,12-Nov-12,F,6'8,250,28,2003,9,2012-2013,2013,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kenneth Faried,Denver Nuggets,West,12-Nov-12,F,6'8,220,23,2011,1,2012-2013,2013,Morehead State,0.5,203,99,0
Brandon Jennings,Milwaukee Bucks,East,5-Nov-12,G,6'1,170,23,2009,3,2012-2013,2013,Virtus Roma (Italy),0.5,185,77,0
James Harden,Houston Rockets,West,5-Nov-12,SG,6'5,220,23,2009,3,2012-2013,2013,Arizona State,0.5,196,99,0
LeBron James,Miami Heat,East,23-Apr-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Al Jefferson,Utah Jazz,West,23-Apr-12,FC,6'10,289,27,2004,7,2011-2012,2012,Prentiss High School (Mississippi),0.5,208,131,0
Kevin Garnett,Boston Celtics,East,16-Apr-12,PF,6'11,240,35,1995,16,2011-2012,2012,Farragut Career Academy (Illinois),0.5,211,108,0
Andrew Bynum,Los Angeles Lakers,West,16-Apr-12,C,7'0,285,24,2005,6,2011-2012,2012,St. Joseph High School (New Jersey),0.5,213,129,0
LeBron James,Miami Heat,East,9-Apr-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Goran Dragic,Houston Rockets,West,9-Apr-12,G,6'3,190,25,2008,3,2011-2012,2012,Union Olimpija (Slovenia),0.5,190,86,0
Paul Pierce,Boston Celtics,East,2-Apr-12,SF,6'7,235,34,1998,13,2011-2012,2012,Kansas,0.5,201,106,0
Chris Paul,Los Angeles Clippers,West,2-Apr-12,PG,6'0,175,26,2005,6,2011-2012,2012,Wake Forest,0.5,183,79,0
Joe Johnson,Atlanta Hawks,East,26-Mar-12,SG,6'7,240,30,2001,10,2011-2012,2012,Arkansas,0.5,201,108,0
Kevin Durant,Oklahoma City Thunder,West,26-Mar-12,SF,6'9,240,23,2007,4,2011-2012,2012,Texas,0.5,206,108,0
Drew Gooden,Milwaukee Bucks,East,19-Mar-12,FC,6'10,250,30,2002,9,2011-2012,2012,Kansas,0.5,208,113,0
Andrew Bynum,Los Angeles Lakers,West,19-Mar-12,C,7'0,285,24,2005,6,2011-2012,2012,St. Joseph High School (New Jersey),0.5,213,129,0
Ersan Ilyasova,Milwaukee Bucks,East,12-Mar-12,F,6'10,235,24,2005,4,2011-2012,2012,Alpella B.K. (Turkey),0.5,208,106,0
Monta Ellis,Golden State Warriors,West,12-Mar-12,G,6'3,185,26,2005,6,2011-2012,2012,Lanier High School (Mississippi),0.5,190,83,0
Derrick Rose,Chicago Bulls,East,5-Mar-12,PG,6'3,200,23,2008,3,2011-2012,2012,Memphis,0.5,190,90,0
Ty Lawson,Denver Nuggets,West,5-Mar-12,PG,5'11,195,24,2009,2,2011-2012,2012,North Carolina,0.5,180,88,0
LeBron James,Miami Heat,East,20-Feb-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,20-Feb-12,SF,6'9,240,23,2007,4,2011-2012,2012,Texas,0.5,206,108,0
Jeremy Lin,New York Knicks,East,13-Feb-12,G,6'3,200,23,2010,1,2011-2012,2012,Harvard,0.5,190,90,0
Russell Westbrook,Oklahoma City Thunder,West,13-Feb-12,G,6'3,200,23,2008,3,2011-2012,2012,UCLA,0.5,190,90,0
Paul Pierce,Boston Celtics,East,6-Feb-12,SF,6'7,235,34,1998,13,2011-2012,2012,Kansas,0.5,201,106,0
Tony Parker,San Antonio Spurs,West,6-Feb-12,G,6'2,185,29,2001,10,2011-2012,2012,Paris Basket Racing (France),0.5,188,83,0
LeBron James,Miami Heat,East,30-Jan-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Russell Westbrook,Oklahoma City Thunder,West,30-Jan-12,G,6'3,200,23,2008,3,2011-2012,2012,UCLA,0.5,190,90,0
Dwight Howard,Orlando Magic,East,23-Jan-12,C,6'11,265,26,2004,7,2011-2012,2012,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Marc Gasol,Memphis Grizzlies,West,23-Jan-12,C,7'1,255,27,2007,3,2011-2012,2012,Sant Josep Girona (Spain),0.5,216,115,0
Derrick Rose,Chicago Bulls,East,16-Jan-12,PG,6'3,200,23,2008,3,2011-2012,2012,Memphis,0.5,190,90,0
Kobe Bryant,Los Angeles Lakers,West,16-Jan-12,SG,6'6,212,33,1996,15,2011-2012,2012,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,9-Jan-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kobe Bryant,Los Angeles Lakers,West,9-Jan-12,SG,6'6,212,33,1996,15,2011-2012,2012,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,3-Jan-12,F,6'8,250,27,2003,8,2011-2012,2012,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,3-Jan-12,SF,6'9,240,23,2007,4,2011-2012,2012,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,11-Apr-11,F,6'8,240,26,2003,7,2010-2011,2011,Syracuse,0.5,203,108,0
Kevin Durant,Oklahoma City Thunder,West,11-Apr-11,SF,6'9,240,22,2007,3,2010-2011,2011,Texas,0.5,206,108,0
Carmelo Anthony,New York Knicks,East,4-Apr-11,F,6'8,240,26,2003,7,2010-2011,2011,Syracuse,0.5,203,108,0
Zach Randolph,Memphis Grizzlies,West,4-Apr-11,PF,6'9,260,29,2001,9,2010-2011,2011,Michigan State,0.5,206,118,0
Dwight Howard,Orlando Magic,East,28-Mar-11,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kobe Bryant,Los Angeles Lakers,West,28-Mar-11,SG,6'6,212,32,1996,14,2010-2011,2011,Lower Merion High School (Pennsylvania),0.5,198,96,0
LeBron James,Miami Heat,East,21-Mar-11,F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kyle Lowry,Houston Rockets,West,21-Mar-11,PG,6'1,196,24,2006,4,2010-2011,2011,Villanova,0.5,185,88,0
Dwyane Wade,Miami Heat,East,14-Mar-11,SG,6'4,220,29,2003,7,2010-2011,2011,Marquette,0.5,193,99,0
Tony Parker,San Antonio Spurs,West,14-Mar-11,G,6'2,185,28,2001,9,2010-2011,2011,Paris Basket Racing (France),0.5,188,83,0
Paul Pierce,Boston Celtics,East,7-Mar-11,SF,6'7,235,33,1998,12,2010-2011,2011,Kansas,0.5,201,106,0
Russell Westbrook,Oklahoma City Thunder,West,7-Mar-11,G,6'3,200,22,2008,2,2010-2011,2011,UCLA,0.5,190,90,0
Dwight Howard,Orlando Magic,East,28-Feb-11,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
Kevin Martin,Houston Rockets,West,28-Feb-11,SG,6'7,199,28,2004,6,2010-2011,2011,Western Carolina,0.5,201,90,0
Dwight Howard,Orlando Magic,East,14-Feb-11,C,6'11,265,25,2004,6,2010-2011,2011,Southwest Atlanta Christian Academy (Georgia),0.5,211,120,0
LaMarcus Aldridge,Portland Trail Blazers,West,14-Feb-11,FC,6'11,265,25,2006,4,2010-2011,2011,Texas,0.5,211,120,0
LeBron James,Miami Heat,East,7-Feb-11,F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
Kevin Durant,Oklahoma City Thunder,West,7-Feb-11,SF,6'9,240,22,2007,3,2010-2011,2011,Texas,0.5,206,108,0
LeBron James,Miami Heat,East,31-Jan-11,F,6'8,250,26,2003,7,2010-2011,2011,St. Vincent St. Mary High School (Ohio),0.5,203,113,0
